timestamp,total_workers,active_workers,queue_size,requests_per_second,avg_response_time,environment
2026-02-20T15:13:26.585190,3,3,0,0,0,staging
2026-02-20T15:13:27.099003,3,3,0,0,0,staging
2026-02-20T15:13:29.126738,3,3,0,0,0,staging
2026-02-20T15:13:30.523479,3,3,0,0,0,staging
2026-02-20T15:13:31.587543,3,3,0,0,0,staging
2026-02-20T15:13:32.100932,3,3,0,0,0,staging
2026-02-20T15:13:34.129059,3,3,0,0,0,staging
2026-02-20T15:13:35.525604,3,3,0,0,0,staging
2026-02-20T15:13:36.589835,3,3,0,0,0,staging
2026-02-20T15:13:37.102595,3,3,0,0,0,staging
2026-02-20T15:13:39.131435,3,3,0,0,0,staging
2026-02-20T15:13:40.526736,3,3,0,0,0,staging
2026-02-20T15:13:41.592232,3,3,0,0,0,staging
2026-02-20T15:13:42.104756,3,3,0,0,0,staging
2026-02-20T15:13:44.132830,3,3,0,0,0,staging
2026-02-20T15:13:45.528105,3,3,0,0,0,staging
2026-02-20T15:13:46.594529,3,3,0,0,0,staging
2026-02-20T15:13:47.107013,3,3,0,0,0,staging
2026-02-20T15:13:49.135013,3,3,0,0,0,staging
2026-02-20T15:13:50.529670,3,3,0,0,0,staging
2026-02-20T15:13:51.595975,3,3,0,0,0,staging
2026-02-20T15:13:52.109549,3,3,0,0,0,staging
2026-02-20T15:13:54.137791,3,3,0,0,0,staging
2026-02-20T15:13:55.531815,3,3,0,0,0,staging
2026-02-20T15:13:56.597372,3,3,0,0,0,staging
2026-02-20T15:13:57.111814,3,3,0,0,0,staging
2026-02-20T15:13:59.139773,3,3,0,0,0,staging
2026-02-20T15:14:00.534040,3,3,0,0,0,staging
2026-02-20T15:14:01.599859,3,3,0,0,0,staging
2026-02-20T15:14:02.113664,3,3,0,0,0,staging
2026-02-20T15:14:04.140758,3,3,0,0,0,staging
2026-02-20T15:14:05.536138,3,3,0,0,0,staging
2026-02-20T15:14:06.601567,3,3,0,0,0,staging
2026-02-20T15:14:07.116051,3,3,0,0,0,staging
2026-02-20T15:14:09.142162,3,3,0,0,0,staging
2026-02-20T15:14:10.537927,3,3,0,0,0,staging
2026-02-20T15:14:11.603211,3,3,0,0,0,staging
2026-02-20T15:14:12.120386,3,3,0,0,0,staging
2026-02-20T15:14:14.145031,3,3,0,0,0,staging
2026-02-20T15:14:15.540459,3,3,0,0,0,staging
2026-02-20T15:14:16.605536,3,3,0,0,0,staging
2026-02-20T15:14:17.122474,3,3,0,0,0,staging
2026-02-20T15:14:19.147404,3,3,0,0,0,staging
2026-02-20T15:14:20.542709,3,3,0,0,0,staging
2026-02-20T15:14:21.607522,3,3,0,0,0,staging
2026-02-20T15:14:22.124306,3,3,0,0,0,staging
2026-02-20T15:14:24.149495,3,3,0,0,0,staging
2026-02-20T15:14:25.545353,3,3,0,0,0,staging
2026-02-20T15:14:26.609765,3,3,0,0,0,staging
2026-02-20T15:14:27.126823,3,3,0,0,0,staging
2026-02-20T15:14:29.151201,3,3,0,0,0,staging
2026-02-20T15:14:30.547062,3,3,0,0,0,staging
2026-02-20T15:14:31.613090,3,3,0,0,0,staging
2026-02-20T15:14:32.128052,3,3,0,0,0,staging
2026-02-20T15:14:34.153354,3,3,0,0,0,staging
2026-02-20T15:14:35.549787,3,3,0,0,0,staging
2026-02-20T15:14:36.615778,3,3,0,0,0,staging
