timestamp,queue_name,depth,enqueue_rate,dequeue_rate,avg_wait_time_ms,environment
2026-02-14T17:05:37.386341,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:42.387985,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:47.389541,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:50.883532,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:52.391819,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:55.885536,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:05:57.393393,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:00.887870,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:02.397209,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:05.889872,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:07.400856,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:10.892672,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:12.403063,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:15.895549,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:17.406837,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:20.898147,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:22.409642,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:25.900301,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:27.411837,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:30.903892,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:32.415023,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:35.907037,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:37.417952,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:40.910158,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:42.420824,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:45.912084,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:47.423612,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:50.915202,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:52.426189,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:55.917397,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:06:57.428556,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:00.921324,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:02.430807,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:05.923384,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:07.432726,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:10.925178,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:12.434654,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:15.927166,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:17.437302,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:20.929669,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:22.440773,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:25.931448,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:27.443241,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:30.934936,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:32.446398,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:35.938248,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:37.449641,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:40.940052,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:42.452543,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:45.942390,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:47.455635,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:50.945365,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:52.458190,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:55.949910,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:07:57.460410,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:00.952354,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:02.470189,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:05.955235,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:07.479038,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:10.957953,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:12.482417,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:15.960954,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:17.485361,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:20.964621,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:22.488144,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:25.967081,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:27.490490,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:30.970242,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:32.493476,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:35.973266,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:37.495531,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:40.975851,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:42.501607,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:45.979223,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:47.505936,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:50.982401,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:52.508555,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:55.986000,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:08:57.511386,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:00.988418,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:02.513510,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:05.991136,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:07.515325,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:10.993656,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:12.517743,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:15.996210,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:17.521453,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:20.998752,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:22.523845,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:26.001930,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:27.526094,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:31.004755,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:32.528082,deploy_queue_stage,0,0,0,0,stage
2026-02-14T17:09:36.008752,deploy_queue_stage,0,0,0,0,stage
